WKT;Tipo;Nombre de las calles;País;Departamento;Provincia;Distrito;Ubigeo;Nombre del personaje
LINESTRING (-77.0167582 -11.8922306, -77.0172758 -11.8923041, -77.0174663 -11.8923434, -77.0176647 -11.8924642, -77.0179491 -11.8925482, -77.0180966 -11.8925691, -77.0183407 -11.8924642, -77.018743 -11.8920941, -77.018971 -11.8918657, -77.0192767 -11.8915377, -77.0194001 -11.8913776, -77.0195262 -11.8913119, -77.0196362 -11.8912883, -77.0197542 -11.8912621, -77.0198186 -11.8912306, -77.0198481 -11.891144, -77.0199071 -11.8909786, -77.0199339 -11.8908894, -77.0200251 -11.890808, -77.0200734 -11.8907293, -77.0200465 -11.8906243, -77.0199124 -11.8903933, -77.0198266 -11.8902857, -77.0195825 -11.8902096, -77.0194162 -11.8901046, -77.0193518 -11.8899996, -77.0193197 -11.8898579, -77.0192499 -11.8895744, -77.019341 -11.8893384, -77.0193944 -11.8891076, -77.0196623 -11.8889557, -77.0199062 -11.8889283, -77.0201501 -11.8888431, -77.0203672 -11.8888682, -77.0206111 -11.8888513, -77.0208442 -11.8885629, -77.0210021 -11.8882746, -77.0211493 -11.8878707, -77.021196 -11.8876792, -77.0212106 -11.8875088);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Carabayllo;150106;Micaela Bastidas Puyucahua
LINESTRING (-77.0307491 -11.895827, -77.0313338 -11.8955698, -77.0317012 -11.895394, -77.032125 -11.8951131);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Carabayllo;150106;Micaela Bastidas Puyucahua
LINESTRING (-77.0942276 -11.9281128, -77.0941954 -11.9280131, -77.0942061 -11.9278872, -77.0943027 -11.9278504, -77.0944314 -11.9277769, -77.0945656 -11.927693, -77.0948338 -11.9275985, -77.0950001 -11.9275827, -77.0952468 -11.9276247, -77.0955902 -11.9277087, -77.0958262 -11.9277979, -77.0959925 -11.9277769, -77.0961212 -11.9277612, -77.0963251 -11.9278294, -77.0964592 -11.9280761, -77.0966255 -11.9281706, -77.096942 -11.9282283, -77.0971297 -11.9283018, -77.097237 -11.9283648, -77.097398 -11.9285642, -77.097575 -11.9286639, -77.0977574 -11.9287059);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Puente Piedra;150125;Micaela Bastidas Puyucahua
LINESTRING (-77.0094644 -11.9104594, -77.0091827 -11.9104752, -77.0088662 -11.9104673, -77.0085524 -11.9104778, -77.0082386 -11.9104857, -77.0081286 -11.9104542, -77.0077531 -11.9104673, -77.0070986 -11.9104778);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Comas;150110;Micaela Bastidas Puyucahua
LINESTRING (-77.1328339 -12.0245952, -77.1327346 -12.0243276, -77.1325268 -12.0237964, -77.132449 -12.0236272);Calle;Calle Micaela Bastidas;Perú;Lima;Callao;Callao;70101;Micaela Bastidas Puyucahua
LINESTRING (-77.1178974 -12.0530836, -77.1168742 -12.0530062, -77.1156538 -12.0529091, -77.1153842 -12.0528908);Calle;Calle Micaela Bastidas;Perú;Lima;Callao;Callao;70101;Micaela Bastidas Puyucahua
LINESTRING (-77.0056406 -12.1859496, -77.0052812 -12.1861541, -77.0050988 -12.1862695, -77.0048038 -12.1863429, -77.0038489 -12.1861489);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Chorrillos;150109;Micaela Bastidas Puyucahua
LINESTRING (-76.9962035 -12.1882293, -76.9952379 -12.1882503, -76.9938324 -12.1883342);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Chorrillos;150109;Micaela Bastidas Puyucahua
LINESTRING (-76.9881337 -12.1931335, -76.9879862 -12.1929107, -76.9876697 -12.1924388, -76.9872915 -12.191883, -76.9869857 -12.1914766, -76.9867014 -12.1910912, -76.9867685 -12.1910178, -76.9862642 -12.1901736);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Chorrillos;150109;Micaela Bastidas Puyucahua
LINESTRING (-76.9783033 -12.1951617, -76.9794513 -12.1940343, -76.9801755 -12.1933527, -76.9812699 -12.1922778, -76.9825949 -12.1910089, -76.9842203 -12.1894201);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Chorrillos;150109;Micaela Bastidas Puyucahua
LINESTRING (-77.0365958 -11.9302531, -77.0364081 -11.930379, -77.0361345 -11.9305312, -77.0358931 -11.9306467, -77.0357697 -11.9305417, -77.0356195 -11.9303528, -77.0355712 -11.9301848, -77.035641 -11.9300799, -77.0358019 -11.9299801, -77.0358877 -11.9299067, -77.0359038 -11.9297597, -77.035877 -11.9296442, -77.0359575 -11.929408, -77.0359682 -11.9293556, -77.0357482 -11.9291824, -77.0354747 -11.9290039, -77.0352601 -11.9289304, -77.0350455 -11.9289619, -77.0346593 -11.9290092, -77.0343374 -11.9290826, -77.0338439 -11.9292033);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Comas;150110;Micaela Bastidas Puyucahua
LINESTRING (-77.0617016 -12.0401856, -77.0620664 -12.0402144, -77.0624888 -12.0402433);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Cercado de Lima;150101;Micaela Bastidas Puyucahua
LINESTRING (-76.7718037 -12.3884533, -76.7720237 -12.3882463, -76.7723563 -12.3878743, -76.7728578 -12.387256, -76.773354 -12.3866902);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;San Bartolo;150129;Micaela Bastidas Puyucahua
LINESTRING (-76.958308 -12.1745929, -76.9576106 -12.1747345, -76.9562319 -12.1750753);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;San Juan de Miraflores;150133;Micaela Bastidas Puyucahua
LINESTRING (-77.0857453 -12.0441143, -77.0861637 -12.0441405, -77.086668 -12.0441798, -77.0871159 -12.0442244, -77.0872795 -12.0442349);Calle;Calle Micaela Bastidas;Perú;Lima;Callao;Carmen de la Legua (Callao);70103;Micaela Bastidas Puyucahua
LINESTRING (-77.0367732 -11.961597, -77.0369784 -11.961599, -77.0372674 -11.9616121, -77.0376912 -11.9616233, -77.037824 -11.9616357, -77.0379031 -11.9616377, -77.0379816 -11.9616259, -77.038052 -11.9616016, -77.0381727 -11.9615045, -77.0383175 -11.9613897, -77.0383356 -11.9613779, -77.0385622 -11.9613025, -77.0387547 -11.961227, -77.0390658 -11.9611018, -77.0391885 -11.9610414, -77.0394916 -11.9609082, -77.0396821 -11.9607869, -77.0399932 -11.9605665, -77.0402158 -11.9604189, -77.0403996 -11.9602916, -77.0405169 -11.9601591, -77.0405578 -11.9600436, -77.0405531 -11.9599734);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Independencia;150112;Micaela Bastidas Puyucahua
LINESTRING (-77.0232543 -12.0954691, -77.0229445 -12.0955019, -77.0226132 -12.0955268, -77.0224107 -12.0955334);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;San Isidro;150131;Micaela Bastidas Puyucahua
LINESTRING (-77.0440285 -11.9781736, -77.0440439 -11.9780775, -77.0440506 -11.9780647, -77.0440788 -11.9780359, -77.0441173 -11.9780021, -77.0441793 -11.977968, -77.0442722 -11.9779109, -77.0443255 -11.9778742, -77.0444197 -11.9778073, -77.0444828 -11.9777627, -77.0446393 -11.9776561, -77.0448532 -11.977517, -77.0449243 -11.9774695, -77.0449749 -11.9774517, -77.0450041 -11.9774498, -77.045034 -11.9774619, -77.0451952 -11.977538, -77.0452713 -11.977576, -77.0453431 -11.9775882, -77.0454313 -11.9775833, -77.0454815 -11.9775514, -77.0455312 -11.9774941, -77.0456214 -11.9774281, -77.0457129 -11.9773757, -77.0458068 -11.9773235, -77.0458839 -11.977292, -77.0459627 -11.9772828, -77.0461182 -11.9773002, -77.0463187 -11.9773363);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Independencia;150112;Micaela Bastidas Puyucahua
LINESTRING (-76.9740606 -12.0448194, -76.9742149 -12.0443984, -76.9743248 -12.0441269, -76.9744455 -12.0438554, -76.9746132 -12.0435393, -76.9746936 -12.0434042, -76.974927 -12.0431891, -76.9751027 -12.0430645, -76.9756351 -12.0427169, -76.9760294 -12.042469);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Santa Anita;150137;Micaela Bastidas Puyucahua
LINESTRING (-76.8281957 -12.1077778, -76.8274689 -12.1084465, -76.8270182 -12.1087586, -76.8261143 -12.1094352, -76.825991 -12.109527, -76.8256154 -12.1096476, -76.8253714 -12.1093487);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Cieneguilla;150107;Micaela Bastidas Puyucahua
LINESTRING (-77.0262762 -11.8824083, -77.0261032 -11.8821144, -77.0258739 -11.8816891, -77.0256646 -11.8813453, -77.0254756 -11.8810802, -77.0252342 -11.880882, -77.0248332 -11.8806642, -77.0244939 -11.8804988, -77.0240178 -11.8802731, -77.023425 -11.8799949, -77.0232413 -11.8798768, -77.0229838 -11.8796366, -77.0223964 -11.879088, -77.022273 -11.8789476, -77.0220423 -11.8785617, -77.021876 -11.878298, -77.0215676 -11.8778767, -77.0212926 -11.8774659, -77.0209547 -11.8768399, -77.0206999 -11.8763031, -77.0207562 -11.876248, -77.0205121 -11.875765);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Carabayllo;150106;Micaela Bastidas Puyucahua
LINESTRING (-76.7497406 -11.9758428, -76.7495945 -11.9757155, -76.7490889 -11.9754938);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Chaclacayo;150108;Dedicada a Micaela Bastidas Puyucahua
LINESTRING (-76.9866266 -12.1538496, -76.9864241 -12.1536123, -76.9862538 -12.1534077, -76.9861438 -12.1532819, -76.9860137 -12.1531298, -76.9859909 -12.1531049, -76.9858823 -12.1529463, -76.9857693 -12.1527797, -76.9857227 -12.1527142, -76.985712 -12.1526932, -76.985712 -12.1526775, -76.9857214 -12.1526618, -76.9857308 -12.1526473, -76.9857321 -12.152625, -76.985712 -12.1526014, -76.9856865 -12.15257, -76.9855202 -12.1523825);Calle;Calle Micaela Bastidas Puyucaw;Perú;Lima;Lima;Santiago de Surco;150140;Micaela Bastidas Puyucahua
LINESTRING (-76.9971319 -12.0522087, -76.996912 -12.0520434, -76.9968784 -12.0520185, -76.996857 -12.0520119, -76.9968248 -12.0520119, -76.996806 -12.0520237, -76.9967658 -12.052046, -76.9966049 -12.0521155, -76.9964748 -12.0521706, -76.9964238 -12.0521811, -76.9963608 -12.0521877, -76.9961945 -12.0521955, -76.9960336 -12.0522008, -76.9959812 -12.0521916, -76.9959424 -12.0521516, -76.9958746 -12.0521024, -76.995815 -12.052065, -76.9957694 -12.0520696, -76.9957559 -12.0520886, -76.9957526 -12.0521241, -76.995774 -12.0521778, -76.9958082 -12.0522303, -76.9958424 -12.0522526, -76.9958699 -12.0522585, -76.9959102 -12.0522565, -76.9959605 -12.0522441, -76.9960007 -12.0522244, -76.9960114 -12.052225, -76.996004 -12.0523162, -76.9960134 -12.0524139, -76.9960362 -12.0525608);Calle;Calle Micaela Villegas;Perú;Lima;Lima;El Agustino;150111;María Micaela Villegas y Hurtado de Mendoza
LINESTRING (-77.0597079 -11.8758383, -77.0596462 -11.8757595, -77.0595228 -11.8757372, -77.0594048 -11.8757031, -77.0593699 -11.8756624, -77.059378 -11.875606, -77.0594585 -11.8755272, -77.0598635 -11.8751256, -77.0602564 -11.8747096, -77.0606145 -11.8743211);Calle;Calle Nila Reyes;Perú;Lima;Lima;Puente Piedra;150125;Nila Reyes
LINESTRING (-77.0608488 -12.0708349, -77.0605484 -12.0708506, -77.0604626 -12.0708008, -77.0604706 -12.0707221, -77.0605082 -12.0706644, -77.0614899 -12.0706355);Calle;Calle Parque Justa Dorregaray;Perú;Lima;Lima;Pueblo Libre;150124;Justa Dorregaray Cueva
LINESTRING (-77.0732203 -12.0525071, -77.072991 -12.0525832, -77.0727617 -12.0526488, -77.0725391 -12.0526671, -77.0715869 -12.0525701);Calle;Calle Petronila Álvarez;Perú;Lima;Lima;Cercado de Lima;150101;Petronila Álvarez
LINESTRING (-77.0815672 -12.0809874, -77.0817871 -12.0820182);Calle;Calle Petronila Alvarez;Perú;Lima;Lima;San Miguel;150136;Petronila Álvarez
LINESTRING (-77.0838392 -12.0406085, -77.0837668 -12.0412479, -77.0837319 -12.0413135, -77.0837125 -12.0415581, -77.0836629 -12.0420913, -77.0836233 -12.0425372, -77.0835911 -12.0429714, -77.0835563 -12.0432848, -77.083516 -12.0438665, -77.0835127 -12.0439308);Calle;Calle Pilar Lara;Perú;Lima;Callao;Carmen de La Legua (Callao);70103;Pilar Lara
LINESTRING (-77.083885 -12.0395122, -77.0838247 -12.0402343);Calle;Calle Pilar Lara;Perú;Lima;Callao;Carmen de La Legua (Callao);70103;Pilar Lara
LINESTRING (-76.9920104 -12.171894, -76.9914988 -12.1718403, -76.9911514 -12.1718075, -76.9909824 -12.1718114, -76.9906586 -12.1718652, -76.9904017 -12.1719373, -76.9900323 -12.1721162, -76.9899008 -12.1722211, -76.9897097 -12.1724066, -76.9895475 -12.1725633, -76.9893423 -12.172754, -76.9892745 -12.1728183);Calle;Calle Rosa Mercedes;Perú;Lima;Lima;Santiago de Surco;150140;Rosa Mercedes Ayarza
LINESTRING (-77.0905924 -12.0004996, -77.0896 -11.9997571);Calle;Calle Rosa Merino;Perú;Lima;Lima;San Martín de Porres;150135;Rosa Merino
LINESTRING (-77.1030555 -12.0767774, -77.1026143 -12.0769925, -77.1022871 -12.077159, -77.1013926 -12.077601);Calle;Calle Rosa Merino;Perú;Lima;Lima;San Miguel;150136;Rosa Merino
LINESTRING (-76.9846621 -12.1531656, -76.984705 -12.1532338, -76.9847855 -12.1533531, -76.984849 -12.1534295, -76.9849045 -12.1535058, -76.9850289 -12.153656, -76.9852589 -12.1539588, -76.9853622 -12.1540977, -76.9853555 -12.1541541, -76.9853582 -12.1541777, -76.9853823 -12.1542131, -76.9854641 -12.1543193, -76.9855593 -12.1544426, -76.985625 -12.154533);Calle;Calle Rosa Merino;Perú;Lima;Lima;Santiago de Surco;150140;Rosa Merino
LINESTRING (-76.9509176 -12.1794547, -76.9497535 -12.1792869, -76.949032 -12.1795176);Calle;Calle Rosa Merino;Perú;Lima;Lima;Villa María del Triunfo;150143;Rosa Merino
LINESTRING (-76.9847562 -12.15287, -76.9846664 -12.152735, -76.9846194 -12.152672, -76.9845483 -12.1526117, -76.984496 -12.1525698, -76.9844639 -12.1525396, -76.9844437 -12.1525055, -76.9844223 -12.1524649, -76.9844183 -12.1524256, -76.984425 -12.1523889, -76.9844344 -12.1523639, -76.9844102 -12.1523141, -76.98437 -12.152246, -76.9843163 -12.1521647, -76.9842841 -12.1521371, -76.9841487 -12.1521253);Calle;Calle Rosa Merino;Perú;Lima;Lima;Santiago de Surco;150140;Rosa Merino
LINESTRING (-77.0041284 -12.0797926, -77.004288 -12.0793507, -77.0044419 -12.0789841, -77.0043185 -12.0789074, -77.0044932 -12.0785153, -77.0044953 -12.0784081, -77.0045349 -12.0782851, -77.0045981 -12.0780445);Calle;Calle Rosa Noguera;Perú;Lima;Lima;San Luis;150134;Carmen Rosa Noguera Valenzuela
LINESTRING (-77.1138325 -11.9908754, -77.1136716 -11.9904084, -77.1130788 -11.9891385, -77.1128088 -11.98838);Calle;Calle Rosa Parks;Perú;Lima;Callao;Callao;70101;Rosa Louise McCauley Parks
LINESTRING (-77.0843728 -12.0817344, -77.084242 -12.0811639, -77.0841541 -12.0806774, -77.0840971 -12.080183, -77.0840704 -12.0797738, -77.0840596 -12.079543);Calle;Calle Rosa Pérez Liendo;Perú;Lima;Lima;San Miguel;150136;Rosa Pérez Pérez Liendo
LINESTRING (-77.0652467 -12.0756017, -77.0652641 -12.0757748, -77.0652721 -12.0759518, -77.0652614 -12.0763059, -77.0652235 -12.0763244, -77.0651749 -12.0763324, -77.0650723 -12.076338, -77.0648805 -12.0763386, -77.0647384 -12.0763452, -77.064678 -12.0763493, -77.0646264 -12.0763521, -77.0645486 -12.0763498, -77.0644108 -12.0763488, -77.0642837 -12.0763492, -77.064057 -12.0763488, -77.0640738 -12.0766311, -77.0640356 -12.0766337, -77.0634576 -12.0766744, -77.062893 -12.0766941, -77.0625819 -12.0767046);Calle;Calle Rosa Toledo;Perú;Lima;Lima;Pueblo Libre;150124;Rosa Toledo
LINESTRING (-77.0446935 -11.8915983, -77.0431834 -11.8924382);Calle;Calle Rosa Túpac Amaru;Perú;Lima;Lima;Carabayllo;150106;Rosa Túpac Amaru
LINESTRING (-77.0890367 -12.0824536, -77.0881838 -12.082889, -77.087241 -12.0833244);Calle;Calle Rosalia Lavalle de Morales;Perú;Lima;Lima;San Miguel;150136;Rosalia Lavalle de Morales
LINESTRING (-77.0202991 -11.8954622, -77.0198324 -11.8945777, -77.0196795 -11.8942863, -77.0193979 -11.8938953, -77.0191377 -11.8935567, -77.018907 -11.8932942, -77.0185396 -11.8927772, -77.0183384 -11.8924963);Calle;Calle Rosa de América;Perú;Lima;Lima;Carabayllo;150106;Isabel Flores de Oliva
LINESTRING (-77.0782681 -12.0632588, -77.0773722 -12.0630909, -77.0763744 -12.0629545, -77.0753606 -12.0628024, -77.0748778 -12.0627185, -77.0740463 -12.0627237, -77.073247 -12.0627342, -77.0717825 -12.0629335, -77.0711924 -12.0630437, -77.0706882 -12.0633532);Calle;Calle Santa Mariana de Paredes;Perú;Lima;Lima;Cercado de Lima;150101;Mariana de Paredes Flores Granobles y Jaramillo
LINESTRING (-77.0840922 -11.9864832, -77.0832178 -11.9866879, -77.0823434 -11.9868978, -77.0813456 -11.9871497, -77.0806107 -11.9873386);Calle;Calle Santa Rosa;Perú;Lima;Lima;Los Olivos;150117;Isabel Flores de Oliva
LINESTRING (-76.9930095 -12.0136792, -76.9919661 -12.0141987, -76.9916844 -12.0143561);Calle;Calle Santa Rosa;Perú;Lima;Lima;San Juan de Lurigancho;150132;Isabel Flores de Oliva
LINESTRING (-77.0219198 -11.8987048, -77.0217133 -11.8983242, -77.0216248 -11.8981011, -77.0213914 -11.8976707, -77.0211393 -11.8971668, -77.0208845 -11.8966471, -77.0204688 -11.8958309, -77.0203239 -11.8955238);Calle;Calle Santa Rosa;Perú;Lima;Lima;Carabayllo;150106;Isabel Flores de Oliva
LINESTRING (-77.0485641 -11.9435592, -77.0481269 -11.9436458, -77.0473518 -11.9437088, -77.0449244 -11.9439424);Calle;Calle Santa Rosa;Perú;Lima;Lima;Comas;150110;Isabel Flores de Oliva
LINESTRING (-77.0490087 -11.9514748, -77.0484762 -11.9509487);Calle;Calle Santa Rosa;Perú;Lima;Lima;Comas;150110;Isabel Flores de Oliva
LINESTRING (-77.1324531 -12.0231316, -77.1322211 -12.02262);Calle;Calle Santa Rosa;Perú;Lima;Callao;Callao;70101;Isabel Flores de Oliva
LINESTRING (-77.0078447 -12.1120311, -77.0079091 -12.1114069, -77.0079788 -12.110316, -77.0080325 -12.1095764, -77.0080647 -12.1093299, -77.0081129 -12.109183, -77.0082095 -12.1091306, -77.0084348 -12.1091201);Calle;Calle Santa Rosa;Perú;Lima;Lima;San Borja;150130;Isabel Flores de Oliva
LINESTRING (-76.9793581 -12.1895519, -76.9788485 -12.1895205, -76.9781833 -12.189468, -76.9780974 -12.1894208, -76.9772016 -12.1892373, -76.9763272 -12.1890695, -76.9759785 -12.1890066);Calle;Calle Santa Rosa;Perú;Lima;Lima;San Juan de Miraflores;150133;Isabel Flores de Oliva
LINESTRING (-76.9498698 -12.169609, -76.9484643 -12.168597, -76.9480244 -12.1682981, -76.9472841 -12.1678051, -76.9464527 -12.1672545, -76.9452939 -12.166447, -76.9438321 -12.1654585, -76.9432072 -12.1650495);Calle;Calle Santa Rosa;Perú;Lima;Lima;Villa María del Triunfo;150143;Isabel Flores de Oliva
LINESTRING (-77.0995441 -12.0333132, -77.099233 -12.033161, -77.0990667 -12.033043, -77.0988575 -12.0328462, -77.0984283 -12.0323819);Calle;Calle Santa Rosa;Perú;Lima;Callao;Callao;70101;Isabel Flores de Oliva
LINESTRING (-77.0236673 -12.1787097, -77.0235574 -12.1789102, -77.0234206 -12.1791344, -77.0233401 -12.1792563, -77.0231899 -12.1793428, -77.0228519 -12.179491, -77.0226762 -12.1795631, -77.0223289 -12.179626);Calle;Calle Santa Rosa;Perú;Lima;Lima;Chorrillos;150109;Isabel Flores de Oliva
LINESTRING (-77.005452 -12.1881711, -77.0052696 -12.1879666, -77.0049745 -12.1875838, -77.0047171 -12.1871906, -77.0045347 -12.1870071);Calle;Calle Santa Rosa;Perú;Lima;Lima;Chorrillos;150109;Isabel Flores de Oliva
LINESTRING (-77.0772838 -11.9800902, -77.0766669 -11.9801663, -77.0752587 -11.9802949, -77.0750415 -11.980308);Calle;Calle Santa Rosa;Perú;Lima;Lima;Los Olivos;150117;Isabel Flores de Oliva
LINESTRING (-76.9708125 -12.0575287, -76.9706288 -12.0579523, -76.9705349 -12.0582211, -76.9702345 -12.0589254, -76.9700722 -12.0593071, -76.9699676 -12.0595156, -76.9698925 -12.0597399, -76.9697973 -12.0600494, -76.9696645 -12.0605674, -76.9695612 -12.0609976, -76.9695344 -12.0611078);Calle;Calle Santa Rosa;Perú;Lima;Lima;Ate;150103;Isabel Flores de Oliva
LINESTRING (-77.1493832 -11.7295039, -77.1488227 -11.7300541, -77.1480716 -11.7307973);Calle;Calle Santa Rosa;Perú;Lima;Lima;Ancón;150102;Isabel Flores de Oliva
LINESTRING (-77.1086912 -12.0799984, -77.1084257 -12.0795368, -77.1079858 -12.0788129, -77.1072321 -12.0775907);Calle;Calle Santa Rosa;Perú;Lima;Lima;San Miguel;150136;Isabel Flores de Oliva
LINESTRING (-77.1339772 -12.0225426, -77.133835 -12.0221911, -77.133607 -12.0216205);Calle;Calle Sarita Colonia;Perú;Lima;Callao;Callao;70101;Sara Colonia Zambrano
LINESTRING (-77.1218758 -12.0571642, -77.1229473 -12.0572678);Calle;Calle Sarita Colonia;Perú;Lima;Callao;Callao;70101;Sara Colonia Zambrano
LINESTRING (-77.1098543 -11.9741003, -77.108984 -11.974915);Calle;Calle Sarita Colonia;Perú;Lima;Lima;San Martín de Porres;150135;Sara Colonia Zambrano
LINESTRING (-77.0037303 -12.0531839, -77.0034648 -12.0532914, -77.003153 -12.0534088, -77.0028848 -12.0535085, -77.0023664 -12.0537085, -77.0021834 -12.0537728, -77.0016476 -12.053961, -77.0015832 -12.0539787, -77.0011225 -12.0542265, -77.0010146 -12.054281);Calle;Calle Sor Araceli Catalán;Perú;Lima;Lima;El Agustino;150111;Sor Araceli Catalán
LINESTRING (-76.9968724 -12.117762, -76.9972157 -12.1176388);Calle;Calle Teresa Carvallo;Perú;Lima;Lima;Surquillo;150141;María Teresa Carvallo Carrera
LINESTRING (-77.0775257 -11.9807639, -77.0773205 -11.9807744, -77.0771394 -11.9807915, -77.0769275 -11.9808125, -77.0766929 -11.9808282, -77.0760491 -11.9808977, -77.0752565 -11.9809725, -77.0750755 -11.9809883, -77.0750674 -11.9809437, -77.0749601 -11.9809515, -77.0746638 -11.9809699, -77.0743929 -11.9809909, -77.0741595 -11.9810093, -77.0737236 -11.9810591, -77.0733227 -11.9811011, -77.072974 -11.9811352, -77.0728814 -11.9811444);Calle;Calle Teresa Gonzales de Fanning;Perú;Lima;Lima;Los Olivos;150117;Teresa Gonzales de Fanning
LINESTRING (-77.0657879 -12.0237418, -77.0653695 -12.0240907, -77.0647472 -12.0246442, -77.0642484 -12.0250823, -77.0636851 -12.0255519, -77.0626659 -12.0263992);Calle;Calle Teresa Gonzáles de Fanning;Perú;Lima;Lima;San Martín de Porres;150135;Teresa Gonzales de Fanning
LINESTRING (-76.9960391 -12.0525867, -76.9959532 -12.0527349, -76.9958835 -12.0527113, -76.9957735 -12.0526247, -76.9956716 -12.0525146, -76.9954919 -12.0521932, -76.9953524 -12.0519637, -76.9952948 -12.0518299, -76.9952867 -12.0516988, -76.995339 -12.051506, -76.9954477 -12.0512148, -76.9954825 -12.0510496, -76.9954544 -12.0508987, -76.9954651 -12.0507413, -76.9955001 -12.0504451, -76.9955269 -12.0503113, -76.9954599 -12.0502694, -76.9954733 -12.0501251, -76.995492 -12.0499861, -76.9955189 -12.0498129, -76.9955457 -12.0497106, -76.9956878 -12.0496503, -76.9958729 -12.0496975);Calle;Calle Teresa Gonzales de Fanning;Perú;Lima;Lima;El Agustino;150111;Teresa Gonzales de Fanning
LINESTRING (-76.9927644 -12.1099025, -76.9924211 -12.1100756, -76.9922655 -12.1100808, -76.9904685 -12.1099655, -76.9897228 -12.1099078, -76.9890254 -12.1098553, -76.986944 -12.1097137, -76.9857049 -12.1096245);Calle;Calle Trinidad;Perú;Lima;Lima;San Borja;150130;Trinidad
LINESTRING (-77.06955 -12.0578943, -77.0696519 -12.0574589, -77.0690618 -12.0573435, -77.0691798 -12.0567507, -77.0692603 -12.056394, -77.0693729 -12.0560372, -77.0695553 -12.0556175, -77.0696703 -12.0552312);Calle;Calle Trinidad Celis;Perú;Lima;Lima;Cercado de Lima;150101;Trinidad Celis
LINESTRING (-77.0420498 -11.8916671, -77.0412129 -11.8919663, -77.0405477 -11.8921658, -77.0402956 -11.8923075, -77.0395178 -11.8929742, -77.0392066 -11.8932419, -77.0385897 -11.8937406);Calle;Calle Úrsula Pereda;Perú;Lima;Lima;Carabayllo;150106;Úrsula Pereda
LINESTRING (-77.087223 -12.0801831, -77.087117 -12.0798592, -77.0870191 -12.0795366, -77.0869534 -12.079328, -77.0868005 -12.0788376);Calle;Calle Ventura Ccalamaqui;Perú;Lima;Lima;San Miguel;150136;Ventura Ccalamaqui
LINESTRING (-77.0498018 -11.9008797, -77.0460199 -11.8942185);Calle;Calle Ventura Monjaras;Perú;Lima;Lima;Carabayllo;150106;Ventura Monjaras
LINESTRING (-77.1229356 -12.0567819, -77.1232575 -12.0565248, -77.1237202 -12.0561812);Calle;Calle Victoria;Perú;Lima;Callao;Callao;70101;Victoria
LINESTRING (-77.1237658 -12.0561484, -77.1241735 -12.0558126);Calle;Calle Victoria;Perú;Lima;Callao;Callao;70101;Victoria
LINESTRING (-77.0836041 -12.0391929, -77.0835451 -12.0397917, -77.0835089 -12.0402763, -77.083476 -12.0405603, -77.0834204 -12.0409649, -77.0833935 -12.041262, -77.0833781 -12.0415053, -77.0833466 -12.041902, -77.0832896 -12.0425906, -77.0832869 -12.0426555);Calle;Calle Victoria Navarro;Perú;Lima;Callao;Carmen de La Legua (Callao);70103;Victoria Navarro
LINESTRING (-76.9775343 -12.0437539, -76.977014 -12.0429958);Calle;Calle Victoria Navarro;Perú;Lima;Lima;Santa Anita;150137;Victoria Navarro
LINESTRING (-76.9607048 -12.1774391, -76.9601738 -12.1774496, -76.9595193 -12.1774915);Calle;Calle Violeta Parra;Perú;Lima;Lima;San Juan de Miraflores;150133;Violeta del Carmen Parra Sandoval
LINESTRING (-77.0651577 -12.079402, -77.0652207 -12.0797455, -77.0652462 -12.0799278, -77.065218 -12.0799711, -77.0646708 -12.0800904, -77.0641679 -12.0802229, -77.0638219 -12.0804026, -77.0632546 -12.0808183, -77.0623977 -12.081491);Calle;Calle Zoila Amoretti;Perú;Lima;Lima;Pueblo Libre;150124;Zoila Amoretti de Pechu
LINESTRING (-77.1127483 -12.0566973, -77.1129425 -12.0565823);Calle;Calle Zoila Cáceres;Perú;Lima;Callao;Bellavista (Callao);70102;Zoila Aurora Cáceres Moreno
